"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"187",3.14146542503625e-147,1.03920390761014,0.325,0.09,7.35102909458482e-143,"9","Pcna"
"188",1.19172377648875e-143,1.06088884289803,0.5,0.202,2.78863363698367e-139,"9","Tuba1b"
"189",4.23833005682366e-122,0.978633945348908,0.335,0.104,9.91769233296736e-118,"9","Smc4"
"190",9.89060496147069e-116,0.946675716357484,0.412,0.157,2.31440156098414e-111,"9","Tubb5"
"191",3.7808087655431e-85,0.795642686351778,0.32,0.119,8.84709251137085e-81,"9","H2afz"
"192",1.85719510952044e-75,0.838209671615457,0.327,0.133,4.34583655627784e-71,"9","Dek"
"193",3.77474592379677e-66,0.731933808609522,0.35,0.157,8.83290546168445e-62,"9","Ranbp1"
"194",4.59819887230425e-64,0.692989318165821,0.603,0.397,1.0759785361192e-59,"9","Ptma"
"195",3.35547199911555e-62,0.65252645813974,0.293,0.12,7.85180447793039e-58,"9","Hmgn2"
"196",1.07338978657853e-57,0.705532886346094,0.309,0.136,2.51173210059377e-53,"9","Ran"
"197",5.43428503623538e-43,0.60168134241537,0.275,0.128,1.27162269847908e-38,"9","Anp32e"
"198",7.19232565176011e-40,0.558409629917261,0.256,0.121,1.68300420251187e-35,"9","Gm4204"
"199",7.78650054031764e-28,0.456112731772521,0.356,0.217,1.82204112643433e-23,"9","Ifi30"
"200",1.8949480843751e-26,0.456687016911133,0.462,0.317,4.43417851743773e-22,"9","Ncl"
"201",0,3.5158050164351,0.874,0.161,0,"10","Mgp"
"202",0,3.35581122216101,0.771,0.048,0,"10","Col1a2"
"203",0,3.10562202635542,0.689,0.043,0,"10","Col3a1"
"204",0,2.88854002148136,0.43,0.012,0,"10","Acta2"
"205",0,2.73412068959291,0.503,0.024,0,"10","Col1a1"
"206",0,2.70831363235925,0.852,0.146,0,"10","Sparc"
"207",0,2.64872571101915,0.446,0.042,0,"10","Serpine2"
"208",0,2.60573034339459,0.582,0.056,0,"10","Sparcl1"
"209",0,2.57538057153394,0.497,0.029,0,"10","Timp1"
"210",0,2.3549720406422,0.47,0.052,0,"10","Gpx3"
"211",0,2.30257176855298,0.478,0.02,0,"10","Fstl1"
"212",0,2.23691702696207,0.343,0.009,0,"10","Tpm2"
"213",0,2.15974653452478,0.496,0.047,0,"10","Cald1"
"214",0,2.10618054096849,0.272,0.003,0,"10","Tagln"
"215",0,2.04072265367787,0.493,0.118,0,"10","Mt2"
"216",0,2.02952000346512,0.353,0.013,0,"10","Col5a2"
"217",0,2.00955553468368,0.609,0.132,0,"10","Tpm1"
"218",0,1.98025884457174,0.286,0.006,0,"10","Mfap5"
"219",0,1.95879579556643,0.469,0.042,0,"10","Bgn"
"220",1.14041903532886e-143,2.19223924459021,0.366,0.117,2.66858054266954e-139,"10","Gsn"
"221",0,3.1669235737338,0.861,0.051,0,"11","Trbc2"
"222",0,2.92561660542026,0.61,0.024,0,"11","Trbc1"
"223",0,2.62040285488255,0.467,0.015,0,"11","Cd8b1"
"224",0,2.61004877005344,0.649,0.062,0,"11","Stmn1"
"225",0,2.57087074659688,0.549,0.033,0,"11","2810417H13Rik"
"226",0,2.46291812677678,0.489,0.017,0,"11","Tcf7"
"227",0,2.45001505417943,0.404,0.004,0,"11","Dntt"
"228",0,2.4060758616978,0.694,0.107,0,"11","Hmgb2"
"229",0,2.37803521929163,0.492,0.041,0,"11","Top2a"
"230",0,2.32055863936851,0.341,0.003,0,"11","Arpp21"
"231",0,2.26538178145236,0.366,0.02,0,"11","Nusap1"
"232",0,2.25658377088458,0.329,0.008,0,"11","Cd8a"
"233",0,2.15523649641235,0.393,0.019,0,"11","Lck"
"234",0,2.08821015685892,0.426,0.047,0,"11","Mki67"
"235",0,2.07313137550797,0.415,0.025,0,"11","Cd3g"
"236",0,2.03992260389401,0.549,0.098,0,"11","Smc4"
"237",0,2.03930472791562,0.584,0.118,0,"11","Anp32e"
"238",0,2.03497925596952,0.313,0.008,0,"11","Sh2d1a"
"239",0,2.02724377206285,0.403,0.027,0,"11","Thy1"
"240",0,2.01255219346595,0.544,0.112,0,"11","Hmgn2"
"241",0,2.81540441166656,0.508,0.01,0,"12","Ms4a1"
"242",0,2.47430742113277,0.439,0.013,0,"12","Cd79b"
"243",0,2.30476140709495,0.455,0.019,0,"12","Iglc2"
"244",0,2.29708863162936,0.448,0.027,0,"12","Ly6d"
"245",0,2.12607001204466,0.275,0.005,0,"12","Bank1"
"246",0,2.11569740262443,0.626,0.069,0,"12","Ighm"
"247",0,2.08293943459898,0.295,0.005,0,"12","Cd79a"
"248",0,1.92204778807135,0.362,0.042,0,"12","Cd37"
"249",0,1.83392270799593,0.858,0.135,0,"12","Igkc"
"250",6.10630531458149e-261,1.08771485738091,0.886,0.459,1.42887544361207e-256,"12","Cd74"
"251",2.62728218399349e-211,1.40852448328664,0.271,0.045,6.14784031054476e-207,"12","Ptprcap"
"252",1.91273987849783e-204,1.01742973682844,0.863,0.617,4.47581131568493e-200,"12","Rpl13a"
"253",1.19607955315413e-193,1.28963493967524,0.74,0.405,2.79882615438066e-189,"12","Gm9846"
"254",2.89037547607478e-188,1.41719252649488,0.279,0.053,6.76347861401499e-184,"12","Plac8"
"255",8.36541497422126e-176,0.9155193230914,0.867,0.646,1.95750710396778e-171,"12","Rps19"
"256",2.16048284091721e-143,0.960237751179001,0.764,0.509,5.05552984774626e-139,"12","Rpl18a"
"257",1.78280014048584e-136,0.905910239282115,0.771,0.528,4.17175232873688e-132,"12","Rps15a"
"258",7.00345654229563e-136,0.955437561392674,0.734,0.485,1.63880883089718e-131,"12","Rps24"
"259",7.05319316084262e-105,0.948573183113827,0.653,0.422,1.65044719963717e-100,"12","Rps20"
"260",7.81278410157587e-83,0.914798310994855,0.562,0.319,1.82819147976875e-78,"12","Cd52"
"261",0,3.07919865144904,0.716,0.04,0,"13","Mmp12"
"262",0,2.40299022729452,0.543,0.034,0,"13","Mfge8"
"263",5.88196599244849e-241,1.73392839041258,0.755,0.313,1.37638004223295e-236,"13","Ctsl"
"264",1.52599954856036e-227,1.0333896713869,0.948,0.569,3.57083894363125e-223,"13","Ctss"
"265",2.23587336171733e-215,1.19956089918412,0.825,0.392,5.23194366641855e-211,"13","Lgals3"
"266",7.30181055024011e-206,1.0983881642287,0.839,0.447,1.70862366875619e-201,"13","Ctsb"
"267",2.24636983482498e-198,1.22572594659464,0.876,0.477,5.25650541349045e-194,"13","Spp1"
"268",3.00751332337342e-187,1.05300780570081,0.847,0.431,7.03758117669381e-183,"13","Ccl6"
"269",4.70855754491894e-179,1.01809593263308,0.8,0.416,1.10180246551103e-174,"13","Psap"
"270",3.69998379513552e-172,1.05692370232156,0.847,0.485,8.65796208061712e-168,"13","Ctsd"
"271",3.71853021844545e-165,1.21039764497089,0.588,0.219,8.70136071116235e-161,"13","Fabp5"
"272",5.36470255208861e-165,1.30575715312669,0.46,0.138,1.25534039718873e-160,"13","Ccl9"
"273",7.77174844735517e-156,1.01836431626922,0.705,0.305,1.81858913668111e-151,"13","Wfdc17"
"274",1.15209205325956e-144,1.2463586846005,0.368,0.1,2.69589540462736e-140,"13","Gpnmb"
"275",2.56694588029542e-140,1.08280157688571,0.609,0.256,6.00665335989129e-136,"13","Lpl"
"276",8.92686516802541e-139,1.06988942032558,0.396,0.115,2.08888644931795e-134,"13","Trem2"
"277",2.35812661619433e-137,0.997168101801152,0.43,0.132,5.51801628189474e-133,"13","Lipa"
"278",3.578863196887e-133,1.01640334863861,0.572,0.237,8.37453988071559e-129,"13","Creg1"
"279",2.77930143965919e-74,1.14162994319128,0.658,0.431,6.5035653688025e-70,"13","Prdx1"
"280",1.94800632986225e-68,1.06725052919018,0.252,0.083,4.55833481187768e-64,"13","Ctsk"
"281",0,2.99194314337093,0.669,0.042,0,"14","Ccl17"
"282",0,2.63259652896813,0.568,0.021,0,"14","Mgl2"
"283",0,2.05061482022079,0.921,0.269,0,"14","H2-Eb1"
"284",0,2.01045463918029,0.972,0.36,0,"14","H2-Ab1"
"285",0,1.95239746300283,0.978,0.347,0,"14","H2-Aa"
"286",0,1.70888612782738,0.957,0.459,0,"14","Cd74"
"287",1.17661488796863e-274,1.58305641794798,0.915,0.55,2.75327883784659e-270,"14","Cst3"
"288",6.67759764005107e-272,1.47015184726687,0.34,0.051,1.56255784777195e-267,"14","Plbd1"
"289",2.81010182338693e-247,1.43241889577168,0.523,0.133,6.57563826672541e-243,"14","H2-DMa"
"290",9.28850626198652e-163,1.37577617356873,0.364,0.091,2.17351046530485e-158,"14","AA467197"
"291",2.38556440464804e-159,1.23115354328521,0.554,0.201,5.58222070687642e-155,"14","S100a4"
"292",2.16022915699525e-140,0.916558837284276,0.69,0.316,5.05493622736888e-136,"14","Cd52"
"293",2.8916176213451e-134,1.15026579881747,0.33,0.086,6.76638523394754e-130,"14","H2-DMb1"
"294",1.17616941984722e-116,1.07047549435538,0.273,0.067,2.75223644244249e-112,"14","Bcl2a1d"
"295",4.5436021836516e-112,0.990186076833953,0.622,0.319,1.06320291097448e-107,"14","Atox1"
"296",2.62493115099468e-109,1.08178564653189,0.327,0.096,6.14233889332755e-105,"14","Ccr2"
"297",1.04353945017274e-102,0.998800260671717,0.326,0.099,2.44188231340421e-98,"14","Cfp"
"298",6.25883562806045e-91,0.985055006155624,0.279,0.083,1.46456753696614e-86,"14","Syngr2"
"299",8.26572047123148e-77,0.888265948539879,0.362,0.14,1.93417859026817e-72,"14","Gm2a"
"300",2.38420035969173e-76,0.921128711106694,0.498,0.248,5.57902884167865e-72,"14","Id2"
"301",0,2.85609856270187,0.985,0.86,0,"15","Scgb1a1"
"302",0,2.53158602473209,0.74,0.11,0,"15","Scgb3a2"
"303",0,2.21687138485476,0.69,0.128,0,"15","Cyp2f2"
"304",0,1.85532470294296,0.664,0.168,0,"15","Hp"
"305",0,1.6150205503187,0.781,0.267,0,"15","Cbr2"
"306",5.93190824332101e-270,1.40365210709399,0.543,0.127,1.38806652893712e-265,"15","Selenbp1"
"307",6.46676204547385e-268,1.10245688586316,0.404,0.069,1.51322231864088e-263,"15","Aldh1a1"
"308",2.71799798103798e-256,1.21804555066137,0.68,0.203,6.36011527562887e-252,"15","Wfdc2"
"309",2.61009527015003e-255,2.63625013934946,0.574,0.165,6.10762293215107e-251,"15","Retnla"
"310",1.13430102721431e-238,1.16565956996298,0.35,0.059,2.65426440368149e-234,"15","Cp"
"311",8.9200871394924e-206,0.816368345279455,0.28,0.043,2.08730039064122e-201,"15","Cyp4b1"
"312",4.23835636280597e-199,0.763068931163477,0.35,0.067,9.91775388896597e-195,"15","Fmo2"
"313",5.3418362422426e-198,1.07060870999851,0.418,0.094,1.24998968068477e-193,"15","Ces1d"
"314",4.9805806751237e-189,1.46324014824751,0.371,0.084,1.16545587797894e-184,"15","Scgb3a1"
"315",1.27654291036372e-161,1.11753358593334,0.564,0.199,2.98711041025111e-157,"15","Prdx6"
"316",4.57212009383855e-161,0.972779948965745,0.348,0.08,1.06987610195822e-156,"15","Por"
"317",1.69275797568874e-160,1.10827047653193,0.609,0.234,3.96105366311165e-156,"15","Mgst1"
"318",7.99706813269979e-124,0.751928008091504,0.31,0.077,1.87131394305175e-119,"15","Ldhb"
"319",4.30915388353011e-100,0.806668445294833,0.371,0.12,1.00834200874605e-95,"15","Alas1"
"320",1.28940353761266e-99,0.716097209885646,0.308,0.087,3.01720427801362e-95,"15","Mettl7a1"
"321",0,1.43659405727767,0.938,0.362,0,"16","H2-Ab1"
"322",0,1.37818338295805,0.925,0.349,0,"16","H2-Aa"
"323",2.82376677829746e-277,1.27625583329763,0.938,0.46,6.60761426121606e-273,"16","Cd74"
"324",1.17349103701301e-249,1.34322545032788,0.756,0.274,2.74596902661045e-245,"16","H2-Eb1"
"325",1.83181817022418e-95,1.24327220364378,0.312,0.097,4.28645451832457e-91,"16","Ccr2"
"326",1.24617964480392e-74,1.0338917542396,0.761,0.555,2.91606036884118e-70,"16","Cst3"
"327",9.14254047496131e-64,0.997381039463472,0.257,0.089,2.13935447114095e-59,"16","H2-DMb1"
"328",4.73657213730972e-44,0.848265014420623,0.304,0.14,1.10835788013047e-39,"16","H2-DMa"
"329",1.09257412415188e-43,0.682052304060244,0.461,0.266,2.5566234505154e-39,"16","Alox5ap"
"330",3.75226992882257e-40,0.536593982413453,0.601,0.398,8.78031163344482e-36,"16","Tyrobp"
"331",7.68788230072796e-36,0.585849831840162,0.503,0.322,1.79896445837034e-31,"16","Cd52"
"332",5.43739435316639e-35,0.820165760119789,0.305,0.156,1.27235027864093e-30,"16","Fcgr2b"
"333",5.07533494080912e-30,0.743095732115294,0.276,0.143,1.18762837614933e-25,"16","Gm2a"
"334",5.41316109302635e-23,0.610326602240495,0.305,0.178,1.26667969576817e-18,"16","Tgfbi"
"335",3.74832391480178e-21,0.545812687078278,0.449,0.325,8.77107796063617e-17,"16","Atox1"
"336",1.18725298259672e-19,0.561638983755356,0.258,0.149,2.77817197927632e-15,"16","Hexb"
"337",3.20563966830973e-19,0.529835262039771,0.325,0.208,7.50119682384476e-15,"16","S100a4"
"338",8.89356377718055e-17,0.559942780883074,0.323,0.219,2.08109392386025e-12,"16","Ifi30"
"339",5.57886769716272e-16,0.569228128386036,0.261,0.161,1.30545504113608e-11,"16","Ear2"
"340",7.21721690876604e-15,0.525949632644442,0.276,0.177,1.68882875665125e-10,"16","Clec4n"
"341",0,2.25547861101007,0.378,0.039,0,"17","Ly6c2"
"342",0,2.163800551174,0.407,0.022,0,"17","Ms4a4c"
"343",0,2.12148788043663,0.401,0.051,0,"17","Plac8"
"344",7.45968697051168e-160,1.29756012295548,0.454,0.13,1.74556675109973e-155,"17","Ms4a6c"
"345",3.49532875932338e-156,1.29332835672249,0.518,0.172,8.17906929681671e-152,"17","Ifi27l2a"
"346",1.6295653255038e-148,1.30553973149372,0.551,0.2,3.8131828616789e-144,"17","Ifitm3"
"347",2.44318172585335e-147,1.29400637126092,0.275,0.055,5.71704523849684e-143,"17","Ifi204"
"348",3.30051869414254e-118,1.25824310262233,0.301,0.076,7.72321374429355e-114,"17","Aif1"
"349",8.63547433679437e-115,1.22875777333658,0.34,0.096,2.02070099480988e-110,"17","Ccr2"
"350",3.52952190654928e-104,1.07166787785219,0.317,0.09,8.25908126132531e-100,"17","Ly86"
"351",6.49616199311408e-98,1.04475782826962,0.289,0.079,1.52010190638869e-93,"17","Ms4a6b"
"352",8.04698254545488e-76,0.726108024445709,0.653,0.368,1.88299391563644e-71,"17","Fcer1g"
"353",8.72127847657561e-74,0.710467105387316,0.613,0.319,2.04077916351869e-69,"17","Cd52"
"354",7.75459019423957e-72,1.05619167179485,0.281,0.094,1.81457410545206e-67,"17","Bst2"
"355",4.48212908251428e-45,0.75373203631681,0.335,0.155,1.04881820530834e-40,"17","Psmb8"
"356",5.44423764505702e-41,0.840337409659416,0.252,0.106,1.27395160894334e-36,"17","Ms4a6d"
"357",5.52612799930166e-37,0.678852652575865,0.551,0.374,1.29311395183659e-32,"17","H2-Ab1"
"358",3.13314085690891e-34,0.702209285872129,0.535,0.36,7.33154960516686e-30,"17","H2-Aa"
"359",8.42764082930927e-33,0.684338526852676,0.335,0.178,1.97206795405837e-28,"17","Tgfbi"
"360",1.04790413815088e-31,0.680473079686324,0.453,0.283,2.45209568327306e-27,"17","H2-Eb1"
"361",0,2.73967356267174,0.671,0.01,0,"18","Ear1"
"362",0,2.73709924607403,0.547,0.004,0,"18","Fabp1"
"363",0,1.69617042911289,0.68,0.15,0,"18","Ear2"
"364",0,1.45571288881514,0.962,0.344,0,"18","Chi3l3"
"365",5.15219297893678e-298,1.48506564517374,0.455,0.078,1.20561315707121e-293,"18","1600029D21Rik"
"366",8.77199984592779e-262,1.45449654784072,0.457,0.089,2.0526479639471e-257,"18","Abcg1"
"367",1.76013848183121e-259,1.23942347933606,0.919,0.43,4.11872404748503e-255,"18","Ccl6"
"368",9.71926699946311e-240,1.29159306068997,0.85,0.409,2.27430847787437e-235,"18","Cd9"
"369",3.0847223249922e-189,1.22296794422024,0.348,0.068,7.21825024048175e-185,"18","Il18"
"370",4.11945315004752e-181,1.14599855274686,0.549,0.162,9.6395203711112e-177,"18","Atp6v0d2"
"371",5.83070955247777e-173,1.21375773589339,0.364,0.079,1.3643860352798e-168,"18","Ltc4s"
"372",1.85751907744452e-165,1.08173707940695,0.496,0.138,4.34659464122017e-161,"18","1100001G20Rik"
"373",7.75069527687103e-164,1.27968047542756,0.488,0.146,1.81366269478782e-159,"18","Cd44"
"374",5.29240675746828e-156,1.13778960130088,0.357,0.082,1.23842318124758e-151,"18","1810033B17Rik"
"375",4.02052898551865e-126,1.10854869367,0.332,0.085,9.40803782611364e-122,"18","Adipor2"
"376",6.2169704095507e-125,1.1381028227836,0.321,0.082,1.45477107583486e-120,"18","Cd164"
"377",9.46744649833519e-113,1.12135945483308,0.3,0.077,2.21538248061044e-108,"18","Lmo4"
"378",1.60109849488288e-108,1.08152339579446,0.252,0.058,3.74657047802595e-104,"18","Tnfaip2"
"379",9.00519227463846e-107,1.05204761735356,0.266,0.064,2.1072149922654e-102,"18","Car4"
"380",4.69264864055886e-101,1.0524032950529,0.394,0.133,1.09807978189077e-96,"18","Sgk1"
"381",0,2.24699878750549,0.495,0.043,0,"19","Krt18"
"382",0,2.13011875490111,0.441,0.028,0,"19","Krt7"
"383",0,2.0436641713615,0.277,0.009,0,"19","Akap5"
"384",0,1.97340255862584,0.34,0.029,0,"19","Cryab"
"385",0,1.87193223504695,0.465,0.066,0,"19","Emp2"
"386",0,1.77940202905065,0.303,0.018,0,"19","2200002D01Rik"
"387",0,1.69646755802333,0.349,0.04,0,"19","Krt8"
"388",0,1.60662076065839,0.301,0.029,0,"19","Tnfrsf12a"
"389",3.66194874399615e-301,2.21992513580601,0.49,0.097,8.56896006095098e-297,"19","Ager"
"390",1.4856185361997e-282,1.55431079947989,0.368,0.055,3.4763473747073e-278,"19","Cystm1"
"391",2.52699667278688e-252,1.80878519394321,0.409,0.076,5.91317221432129e-248,"19","Cldn18"
"392",1.36133082364509e-248,1.61029523567144,0.324,0.048,3.1855141273295e-244,"19","Lmo7"
"393",4.9119823233047e-237,2.23202146650825,0.419,0.083,1.1494038636533e-232,"19","Clu"
"394",1.00734176360408e-190,1.58125490576683,0.528,0.159,2.35717972683355e-186,"19","Cdkn1a"
"395",1.75669252829714e-161,1.32000975744748,0.476,0.14,4.11066051621532e-157,"19","Tpm1"
"396",5.89532221051425e-160,1.30726921332736,0.305,0.062,1.37950539726033e-155,"19","Icam1"
"397",4.21896614051532e-128,1.28331898623285,0.3,0.07,9.87238076880585e-124,"19","Timp3"
"398",6.9606353822447e-123,1.41713132617523,0.578,0.257,1.62878867944526e-118,"19","Anxa1"
"399",4.17583471119078e-85,1.33381850493289,0.251,0.07,9.77145322418642e-81,"19","Gclc"
"400",8.82042798356078e-83,1.25925374905469,0.618,0.356,2.06398014815322e-78,"19","S100a6"
"401",0,3.74150164383597,0.876,0.064,0,"20","C3"
"402",0,3.57511773463804,0.748,0.048,0,"20","Igfbp5"
"403",0,3.44576547913697,0.728,0.017,0,"20","Gpc3"
"404",0,3.41766438326024,0.674,0.011,0,"20","Msln"
"405",0,3.21384627494184,0.775,0.025,0,"20","Dcn"
"406",0,3.1977678904734,0.61,0.016,0,"20","Rarres2"
"407",0,2.92992613211252,0.668,0.06,0,"20","Fmo2"
"408",0,2.89299483142925,0.514,0.005,0,"20","Upk3b"
"409",0,2.83487223353357,0.528,0.018,0,"20","Igfbp6"
"410",0,2.75145948995014,0.546,0.019,0,"20","C4b"
"411",0,2.45197360488935,0.537,0.03,0,"20","Aebp1"
"412",0,2.38314679468746,0.561,0.028,0,"20","Serping1"
"413",0,2.30436932708532,0.396,0.012,0,"20","Efemp1"
"414",0,2.30020825291851,0.39,0.003,0,"20","Gpm6a"
"415",0,2.19270097142045,0.43,0.011,0,"20","Ptgis"
"416",0,2.17960182667462,0.372,0.003,0,"20","Nkain4"
"417",0,2.14238898668623,0.66,0.078,0,"20","Clu"
"418",0,2.09971006107789,0.365,0.026,0,"20","Slc39a8"
"419",7.32517884274214e-276,2.34104342295446,0.469,0.088,1.71409184920166e-271,"20","Slpi"
"420",9.03959803600454e-185,2.92110801635453,0.289,0.048,2.11526594042506e-180,"20","Saa3"
"421",0,4.48348772723366,0.744,0.035,0,"21","S100a9"
"422",0,4.14038317721127,0.794,0.117,0,"21","S100a8"
"423",0,3.56737280325034,0.497,0.013,0,"21","Retnlg"
"424",0,2.49992015553148,0.345,0.018,0,"21","Il1b"
"425",1.39225726755901e-59,1.08531541372673,0.376,0.143,3.25788200608809e-55,"21","1100001G20Rik"
"426",4.10716528561416e-48,0.985531670658133,0.521,0.285,9.61076676833713e-44,"21","Srgn"
"427",9.87471816436257e-45,0.656719599577485,0.658,0.398,2.31068405046084e-40,"21","Tyrobp"
"428",1.38870954507741e-36,0.850880317926046,0.471,0.267,3.24958033548113e-32,"21","Alox5ap"
"429",4.08947174495502e-34,1.19984598581451,0.268,0.114,9.56936388319475e-30,"21","Lcn2"
"430",1.08824335192913e-31,0.841144495041263,0.399,0.22,2.54648944351416e-27,"21","Msrb1"
"431",1.35085912918657e-30,1.17760971951393,0.301,0.146,3.16101036229656e-26,"21","Fos"
"432",8.18532476779829e-20,0.530161117361631,0.954,0.934,1.9153659956648e-15,"21","mt-Rnr2"
"433",6.40427275847871e-19,0.554120227165083,0.564,0.43,1.49859982548402e-14,"21","S100a11"
"434",4.15649658430296e-18,0.871027233861037,0.265,0.149,9.72620200726893e-14,"21","Junb"
"435",5.28922691971685e-18,0.700193140937836,0.306,0.18,1.23767909921374e-13,"21","Hp"
"436",5.67586020488851e-16,0.481593003436666,0.457,0.314,1.32815128794391e-11,"21","Wfdc17"
"437",3.38550851966516e-15,0.526707874562389,0.443,0.321,7.92208993601648e-11,"21","Fxyd5"
"438",1.14440184793985e-13,0.558981140694292,0.376,0.263,2.67790032417925e-09,"21","Anxa1"
"439",5.16693102856874e-12,0.568402240417906,0.333,0.232,1.20906186068508e-07,"21","Slfn2"
"440",2.22061210288145e-09,0.482326622381797,0.347,0.255,5.19623232074259e-05,"21","Lcp1"
"441",0,2.33937650437592,0.467,0.014,0,"22","Ccl3"
"442",0,2.26533340540513,0.477,0.015,0,"22","Rgs1"
"443",7.61173655291857e-78,0.769422308006977,0.891,0.575,1.78114635338295e-73,"22","Ctss"
"444",7.26006857353807e-68,1.08537104051246,0.798,0.551,1.69885604620791e-63,"22","Apoe"
"445",2.32958664622976e-58,0.770424094105845,0.614,0.295,5.45123275217765e-54,"22","C1qb"
"446",3.44142388087151e-55,0.769923138159091,0.727,0.454,8.05293188123933e-51,"22","Ctsb"
"447",8.12511680887307e-55,0.8654651201926,0.618,0.312,1.9012773332763e-50,"22","Wfdc17"
"448",3.12110989396555e-54,0.76722188840592,0.772,0.484,7.30339715187938e-50,"22","Spp1"
"449",3.16663966571998e-51,0.886106985543727,0.6,0.321,7.40993681778474e-47,"22","Ctsl"
"450",8.94090791665732e-50,0.845536376566295,0.677,0.4,2.09217245249781e-45,"22","Lgals3"
"451",2.72721385686727e-46,0.898114241496753,0.265,0.085,6.38168042506941e-42,"22","Pla2g7"
"452",1.9687066796571e-44,0.77753622201244,0.497,0.234,4.6067736303976e-40,"22","C1qc"
"453",2.56576174046919e-43,0.778079457300218,0.434,0.193,6.0038824726979e-39,"22","Lilrb4"
"454",7.8396596472874e-43,0.676199108716676,0.745,0.491,1.83448035746525e-38,"22","Ctsd"
"455",1.21121093181671e-36,0.881704615975774,0.339,0.144,2.8342335804511e-32,"22","Ccl9"
"456",4.37078724555942e-36,0.808543637244934,0.293,0.114,1.0227642154609e-31,"22","Gp49a"
"457",9.88812253696579e-32,0.680426239889452,0.56,0.344,2.31382067364999e-27,"22","Ftl1"
"458",1.77158275373168e-29,0.742512164394511,0.311,0.138,4.14550364373213e-25,"22","Lipa"
"459",1.48966738747193e-20,0.682569642137256,0.331,0.177,3.48582168668432e-16,"22","Clec4n"
"460",2.88573688878191e-09,0.697942772683554,0.509,0.437,6.75262431974967e-05,"22","Prdx1"
"461",0,4.77131320674093,0.561,0.069,0,"23","Igha"
"462",0,4.3756940154897,0.675,0.023,0,"23","Igj"
"463",0,3.78763909471565,0.406,0.006,0,"23","Iglv1"
"464",2.24808786576431e-233,4.50414785043768,0.647,0.151,5.26052560588848e-229,"23","Igkc"
"465",1.0387259939938e-24,0.786539716386232,0.327,0.16,2.4306188259455e-20,"23","Sec11c"
"466",5.94906893576373e-16,0.650008609964081,0.303,0.171,1.39208213096871e-11,"23","Ssr4"
"467",1.0794951977896e-11,0.810280755494905,0.546,0.455,2.52601876282765e-07,"23","Hsp90b1"
"468",4.86956822337642e-11,0.251707006374288,0.753,0.577,1.13947896427008e-06,"23","Ctss"
"469",5.99040337953555e-10,0.351818674010547,0.492,0.359,1.40175439081132e-05,"23","Chi3l3"
"470",1.49180255233869e-09,0.330775486273302,0.277,0.167,3.49081797247254e-05,"23","Serp1"
"471",1.06445599763706e-07,0.476831561598242,0.26,0.171,0.00249082703447071,"23","Atp6v0d2"
"472",8.81269054716078e-07,0.29070440987962,0.265,0.175,0.0206216958803562,"23","Shisa5"
"473",1.42826587626294e-06,0.350743224503223,0.378,0.285,0.0334214215045527,"23","Rpl36al"
"474",1.83131070532934e-06,0.297661450869637,0.439,0.325,0.0428526705047066,"23","Cd52"
"475",1.88289656911447e-06,0.286354278957074,0.31,0.216,0.0440597797172786,"23","Ndufa1"
"476",9.62594800868259e-05,0.379605529570976,0.454,0.387,1,"23","Hspa5"
"477",0.000420523940983452,0.293722571326268,0.31,0.246,1,"23","Sec61b"
"478",0.00365577380108283,0.31966222322376,0.256,0.208,1,"23","Mpeg1"
"479",0,2.46662140890293,0.562,0.04,0,"24","Samsn1"
"480",0,2.44896390695981,0.466,0.016,0,"24","Tbc1d4"
"481",0,2.39614216938551,0.265,0.004,0,"24","Ccl22"
"482",0,2.31306007699362,0.363,0.009,0,"24","Ccr7"
"483",0,2.19920565403174,0.265,0.008,0,"24","Fscn1"
"484",4.84577386699736e-190,2.35845616524462,0.347,0.044,1.13391108487738e-185,"24","Ccl5"
"485",1.73373791055307e-110,1.68588435807725,0.286,0.049,4.05694671069419e-106,"24","Tmem123"
"486",5.23355922898565e-109,2.03327130503669,0.307,0.057,1.22465285958264e-104,"24","Ccl17"
"487",3.45621352392707e-81,1.52642612890473,0.808,0.557,8.08753964598935e-77,"24","Cst3"
"488",8.55405084809472e-78,1.317141303451,0.262,0.055,2.00164789845417e-73,"24","Bcl2a1a"
"489",1.00824819427183e-76,1.46818942615131,0.33,0.085,2.35930077459608e-72,"24","Syngr2"
"490",1.1943977616268e-66,1.4199147806951,0.281,0.07,2.79489076220671e-62,"24","Bcl2a1d"
"491",2.2653408048577e-63,1.24930899352691,0.429,0.154,5.30089748336702e-59,"24","Lsp1"
"492",2.68523568647201e-52,1.21861212389312,0.375,0.135,6.28345150634451e-48,"24","Bcl2a1b"
"493",2.95654126075319e-49,0.952551926737531,0.735,0.502,6.91830655016246e-45,"24","Crip1"
"494",2.03028045693929e-43,1.01548658233403,0.546,0.284,4.75085626923794e-39,"24","H2-Eb1"
"495",5.5402402193463e-40,1.21821010861704,0.314,0.118,1.29641621132703e-35,"24","Psme2"
"496",1.50864903998124e-35,1.16248582131159,0.328,0.136,3.53023875355611e-31,"24","Psme2b"
"497",4.04939051548418e-31,0.962612097459007,0.349,0.157,9.47557380623298e-27,"24","Psmb8"
"498",4.87547046274777e-22,1.08949966637932,0.393,0.228,1.14086008828298e-17,"24","Fabp5"
"499",0,3.18224779652775,1,0.016,0,"25","Gm10800"
